OT	0.3847254434670372	156
VT	0.3898760419763102	153
OTRa	0.1038956338798069	393
OTRb.tr1	0.3644712617524713	356
OTRb.tr2	0.3206066462787544	392
OTRb.tr3	0.3931612796305333	138
VTR1Aa.tr1	0.2650124639420082	412
VTR1Aa.tr2	0.2723176831817616	429
VTR1Ab	0.1359465019323951	401
VTR2Aa	0.1720168512459541	508
VTR2Ab.tr1	0.3565518962674302	363
VTR2Ab.tr2	0.2270114482306419	430
VTR2Ab.tr3	0.2469619412752155	383
VTR2Ba	0.2333998804204689	357
VTR2Bb.tr1	0.3988276621334241	383
VTR2Bb.tr2	0.3177913083225817	347
