chr	pos	Altcom	Auldew	Batfas	Batgra	Benhor	Boumic	Calmac	Calple	Chabri	Ctehor	Cyafur	Cphgib	Cyplep	Cypmic	Cypdwj	Enamel	Erecya	Eremar	Gnapfe	Hapmic	Intloo	Juldic	Julorn	Julreg	Lamkun	Lamlem	Lamoce	Lepatt	Lepelo	Lchaur	Loblab	Neobre	Neobue	Neocau	Neocyg	Neocyl	Neofas	Neofur	Neomod	Neomul	Neonig	Neopul	Neosav	Neotet	Neotoa	Neowal	Ophven	PcybrN	Pcynig	Permic	Peteph	Petfam	Petfas	Petmac	Petpol	Plepar	Plestr	Pscbab	Pscple	Simdia	Spaery	Tanirs	TeldhS	TelteS	Telvit	Tremar	Trenig	Tromoo	Tronig	Varmoo	Xenbou	Xennas	Xenspi
NC_031970.2	16809731	2	5	2	0	8	2	12	6	3	3	9	3	5	12	9	0	8	12	6	5	6	2	7	7	17	4	3	8	8	7	4	13	1	8	0	9	8	4	2	10	9	4	5	4	7	3	3	8	4	8	7	13	8	4	5	3	4	8	17	8	11	13	10	1	6	6	2	11	11	3	3	5	3
NC_031970.2	16809732	2	5	2	0	8	2	12	6	3	3	9	3	5	13	9	0	8	12	6	5	6	2	7	8	17	4	3	8	8	8	4	13	1	8	0	9	8	4	2	10	9	4	5	4	7	3	3	8	4	8	8	13	8	4	5	3	4	8	17	8	11	14	10	1	6	6	2	11	11	3	3	5	3
NC_031970.2	16809733	2	5	1	0	8	2	12	7	3	3	9	3	5	14	9	0	8	12	6	6	6	2	8	8	18	4	3	9	8	8	4	13	1	8	0	9	8	5	2	10	9	4	5	4	8	3	3	9	4	10	8	13	8	4	5	3	4	8	18	8	12	14	10	1	6	6	2	12	11	3	3	5	3
NC_031970.2	16809734	2	5	1	0	8	2	12	7	3	3	9	3	5	14	9	1	8	12	6	6	6	2	8	8	18	4	3	9	8	8	4	13	1	9	0	9	7	5	2	10	9	4	5	4	8	3	3	9	4	10	8	12	8	4	5	3	4	8	18	8	12	14	10	1	6	6	2	12	11	3	3	5	3
NC_031970.2	16809735	2	5	1	0	8	2	12	7	3	3	9	3	5	14	9	1	8	12	6	6	6	2	8	8	18	4	3	8	8	8	4	13	1	9	0	9	7	5	2	9	9	4	5	4	8	3	3	9	4	10	8	12	8	4	4	3	4	8	18	8	12	14	10	1	6	6	2	12	11	3	3	5	3
NC_031970.2	16809736	1	5	1	0	8	2	12	4	3	2	8	3	4	14	7	1	5	11	6	6	6	1	6	7	18	4	3	7	8	7	2	13	1	9	0	9	7	4	2	8	9	4	5	2	8	3	3	9	4	8	8	10	8	4	4	3	4	8	15	8	11	14	10	1	5	5	2	11	10	3	3	5	3
NC_031970.2	16809737	1	5	1	0	8	2	12	4	3	3	8	3	4	14	8	1	5	11	6	6	6	1	6	8	18	4	3	7	9	7	2	13	2	9	0	9	7	4	2	8	9	4	5	2	8	3	3	10	5	8	8	11	8	4	4	3	4	8	16	9	11	15	10	1	5	5	2	11	10	3	3	5	3
NC_031970.2	16809738	1	5	1	0	8	2	12	4	3	3	8	3	4	14	8	1	5	11	6	6	6	1	6	8	18	4	3	7	9	7	2	13	2	9	0	9	7	4	2	8	9	4	5	2	8	3	4	10	6	8	8	11	8	4	5	3	4	8	16	9	11	15	10	1	5	5	2	12	10	3	3	5	3
NC_031970.2	16809739	1	5	1	0	8	2	12	4	3	3	8	3	4	14	8	1	5	11	6	6	6	1	6	8	18	4	3	7	9	7	2	13	2	9	0	9	7	4	2	8	9	4	5	2	8	3	4	10	6	8	8	11	8	4	5	3	4	8	16	9	11	15	10	1	5	5	2	12	10	3	3	5	3
NC_031970.2	16809740	1	5	1	0	8	2	12	4	3	3	9	3	4	14	8	1	5	11	6	6	6	1	7	8	18	4	3	7	9	7	2	13	2	9	0	9	7	4	2	8	9	4	5	2	8	3	4	11	6	8	8	11	8	4	5	3	4	8	16	9	11	16	10	1	5	5	2	12	10	3	3	5	3
