Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10000001
        It Per Stone:               20000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.997502	15000	-0.258722	-0.258722
1	0.995007	15000	-0.258204	-0.516926
2	0.992517	15000	-0.257511	-0.774437
3	0.990030	15000	-0.257288	-1.031724
4	0.987547	15000	-0.256894	-1.288618
5	0.985067	15000	-0.256778	-1.545397
6	0.982592	15000	-0.256058	-1.801455
7	0.980120	15000	-0.256025	-2.057480
8	0.977652	15000	-0.255442	-2.312922
9	0.975187	15000	-0.255173	-2.568095
10	0.972726	15000	-0.254759	-2.822853
11	0.970269	15000	-0.254272	-3.077125
12	0.967816	15000	-0.253977	-3.331102
13	0.965367	15000	-0.253671	-3.584773
14	0.962921	15000	-0.253258	-3.838031
15	0.960479	15000	-0.253059	-4.091090
16	0.958040	15000	-0.252424	-4.343514
17	0.955606	15000	-0.252250	-4.595764
18	0.953175	15000	-0.251931	-4.847696
19	0.950747	15000	-0.251552	-5.099247
20	0.948324	15000	-0.251164	-5.350411
21	0.945904	15000	-0.250534	-5.600945
22	0.943488	15000	-0.250179	-5.851124
23	0.941076	15000	-0.249911	-6.101034
24	0.938667	15000	-0.249276	-6.350311
25	0.936262	15000	-0.249390	-6.599701
26	0.933861	15000	-0.248995	-6.848697
27	0.931463	15000	-0.248605	-7.097301
28	0.929069	15000	-0.248066	-7.345367
29	0.926679	15000	-0.248010	-7.593377
30	0.924293	15000	-0.247624	-7.841002
31	0.921910	15000	-0.246942	-8.087943
32	0.919531	15000	-0.246491	-8.334435
33	0.917155	15000	-0.245908	-8.580343
34	0.914783	15000	-0.245699	-8.826042
35	0.912415	15000	-0.245950	-9.071992
36	0.910051	15000	-0.244863	-9.316855
37	0.907690	15000	-0.244728	-9.561583
38	0.905333	15000	-0.244112	-9.805695
39	0.902980	15000	-0.244086	-10.049780
40	0.900630	15000	-0.243746	-10.293527
41	0.898284	15000	-0.243459	-10.536986
42	0.895942	15000	-0.243233	-10.780219
43	0.893603	15000	-0.242273	-11.022493
44	0.891268	15000	-0.242454	-11.264947
45	0.888937	15000	-0.241579	-11.506526
46	0.886609	15000	-0.241546	-11.748072
47	0.884285	15000	-0.241077	-11.989149
48	0.881965	15000	-0.240718	-12.229867
49	0.879648	15000	-0.240531	-12.470399
50	0.877335	15000	-0.240205	-12.710603
51	0.875026	15000	-0.239651	-12.950254
52	0.872720	15000	-0.260556	-13.210810
53	0.870418	15000	-0.275570	-13.486380
54	0.868120	15000	-0.242658	-13.729038
55	0.865825	15000	-0.238494	-13.967533
56	0.863534	15000	-0.237697	-14.205230
57	0.861246	15000	-0.237617	-14.442847
58	0.858962	15000	-0.236958	-14.679805
59	0.856682	15000	-0.236674	-14.916480
60	0.854405	15000	-0.236418	-15.152898
61	0.852132	15000	-0.236016	-15.388914
62	0.849863	15000	-0.235818	-15.624733
63	0.847597	15000	-0.234992	-15.859725
64	0.845335	15000	-0.235005	-16.094730
65	0.843077	15000	-0.234894	-16.329624
66	0.840822	15000	-0.234359	-16.563983
67	0.838571	15000	-0.234026	-16.798009
68	0.836323	15000	-0.233487	-17.031496
69	0.834079	15000	-0.233402	-17.264898
70	0.831839	15000	-0.232863	-17.497761
71	0.829602	15000	-0.232371	-17.730132
72	0.827369	15000	-0.232297	-17.962429
73	0.825140	15000	-0.250844	-18.213273
74	0.822914	15000	-0.267073	-18.480346
75	0.820691	15000	-0.266388	-18.746733
76	0.818473	15000	-0.265816	-19.012550
77	0.816258	15000	-0.265118	-19.277668
78	0.814046	15000	-0.248494	-19.526162
79	0.811838	15000	-0.229786	-19.755948
80	0.809634	15000	-0.229471	-19.985419
81	0.807433	15000	-0.228901	-20.214319
82	0.805236	15000	-0.260787	-20.475106
83	0.803043	15000	-0.262789	-20.737896
84	0.800853	15000	-0.262068	-20.999963
85	0.798667	15000	-0.262296	-21.262259
86	0.796484	15000	-0.261986	-21.524245
87	0.794305	15000	-0.260845	-21.785089
88	0.792129	15000	-0.261120	-22.046209
89	0.789957	15000	-0.261107	-22.307316
90	0.787789	15000	-0.260026	-22.567343
91	0.785624	15000	-0.259337	-22.826680
92	0.783463	15000	-0.258883	-23.085562
93	0.781305	15000	-0.258797	-23.344359
94	0.779151	15000	-0.258644	-23.603003
95	0.777000	15000	-0.258159	-23.861162
96	0.774853	15000	-0.257709	-24.118871
97	0.772710	15000	-0.257001	-24.375872
98	0.770570	15000	-0.232975	-24.608847
99	0.768433	15000	-0.222665	-24.831512
100	0.766301	15000	-0.222267	-25.053780
101	0.764172	15000	-0.221782	-25.275562
102	0.762046	15000	-0.221361	-25.496923
103	0.759924	15000	-0.255226	-25.752148
104	0.757805	15000	-0.254969	-26.007117
105	0.755690	15000	-0.253513	-26.260630
106	0.753579	15000	-0.253483	-26.514113
107	0.751471	15000	-0.252744	-26.766857
108	0.749366	15000	-0.252471	-27.019328
109	0.747266	15000	-0.251800	-27.271128
110	0.745168	15000	-0.251664	-27.522792
111	0.743075	15000	-0.251688	-27.774481
112	0.740984	15000	-0.251271	-28.025752
113	0.738898	15000	-0.250678	-28.276430
114	0.736815	15000	-0.250293	-28.526723
115	0.734735	15000	-0.249928	-28.776651
116	0.732659	15000	-0.249074	-29.025725
117	0.730586	15000	-0.249027	-29.274752
118	0.728517	15000	-0.248528	-29.523280
119	0.726452	15000	-0.215763	-29.739043
120	0.724390	15000	-0.214876	-29.953919
121	0.722331	15000	-0.214539	-30.168458
122	0.720276	15000	-0.246673	-30.415131
123	0.718225	15000	-0.241377	-30.656508
124	0.716177	15000	-0.246251	-30.902759
125	0.714132	15000	-0.245445	-31.148204
126	0.712091	15000	-0.245081	-31.393285
127	0.710054	15000	-0.244585	-31.637870
128	0.708020	15000	-0.244302	-31.882172
129	0.705989	15000	-0.243481	-32.125654
130	0.703962	15000	-0.243869	-32.369523
131	0.701939	15000	-0.243147	-32.612670
132	0.699919	15000	-0.242713	-32.855383
133	0.697902	15000	-0.242036	-33.097420
134	0.695889	15000	-0.241989	-33.339408
135	0.693880	15000	-0.241560	-33.580968
136	0.691874	15000	-0.241234	-33.822202
137	0.689871	15000	-0.241015	-34.063217
138	0.687872	15000	-0.240480	-34.303697
139	0.685877	15000	-0.239878	-34.543575
140	0.683885	15000	-0.239766	-34.783341
141	0.681896	15000	-0.239763	-35.023104
142	0.679911	15000	-0.238394	-35.261498
143	0.677929	15000	-0.238684	-35.500183
144	0.675951	15000	-0.238125	-35.738307
145	0.673976	15000	-0.237355	-35.975662
146	0.672005	15000	-0.236870	-36.212532
147	0.670037	15000	-0.236767	-36.449299
148	0.668073	15000	-0.236255	-36.685555
149	0.666112	15000	-0.235865	-36.921420
150	0.664155	15000	-0.235575	-37.156994
151	0.662201	15000	-0.235490	-37.392484
152	0.660250	15000	-0.235500	-37.627984
153	0.658303	15000	-0.234704	-37.862688
154	0.656359	15000	-0.233978	-38.096666
155	0.654419	15000	-0.233796	-38.330462
156	0.652483	15000	-0.232569	-38.563032
157	0.650549	15000	-0.232864	-38.795896
158	0.648619	15000	-0.232491	-39.028387
159	0.646693	15000	-0.201772	-39.230159
160	0.644770	15000	-0.201158	-39.431316
161	0.642851	15000	-0.207681	-39.638998
162	0.640934	15000	-0.230849	-39.869847
163	0.639022	15000	-0.230546	-40.100393
164	0.637113	15000	-0.230479	-40.330872
165	0.635207	15000	-0.229636	-40.560508
166	0.633304	15000	-0.229749	-40.790257
167	0.631405	15000	-0.228679	-41.018936
168	0.629510	15000	-0.228650	-41.247586
169	0.627618	15000	-0.228316	-41.475901
170	0.625729	15000	-0.228060	-41.703961
171	0.623844	15000	-0.226981	-41.930942
172	0.621962	15000	-0.227275	-42.158217
173	0.620083	15000	-0.219609	-42.377826
174	0.618208	15000	-0.226169	-42.603995
175	0.616337	15000	-0.225800	-42.829795
176	0.614468	15000	-0.225340	-43.055136
177	0.612604	15000	-0.225464	-43.280599
178	0.610742	15000	-0.224833	-43.505432
179	0.608884	15000	-0.224222	-43.729655
180	0.607029	15000	-0.223979	-43.953634
181	0.605178	15000	-0.223173	-44.176807
182	0.603330	15000	-0.222762	-44.399569
183	0.601486	15000	-0.222683	-44.622252
184	0.599645	15000	-0.222513	-44.844765
185	0.597807	15000	-0.222110	-45.066876
186	0.595973	15000	-0.221482	-45.288357
187	0.594142	15000	-0.220933	-45.509290
188	0.592314	15000	-0.210472	-45.719762
189	0.590490	15000	-0.220281	-45.940043
190	0.588669	15000	-0.220355	-46.160398
191	0.586852	15000	-0.219075	-46.379474
192	0.585038	15000	-0.219215	-46.598688
193	0.583227	15000	-0.219179	-46.817867
194	0.581420	15000	-0.217495	-47.035363
195	0.579616	15000	-0.218459	-47.253821
196	0.577815	15000	-0.217448	-47.471269
197	0.576018	15000	-0.217461	-47.688730
198	0.574224	15000	-0.217310	-47.906039
199	0.572433	15000	-0.216745	-48.122784
200	0.570646	15000	-0.215709	-48.338493
201	0.568862	15000	-0.215517	-48.554011
202	0.567082	15000	-0.215167	-48.769178
203	0.565305	15000	-0.215189	-48.984367
204	0.563531	15000	-0.214872	-49.199239
205	0.561761	15000	-0.214126	-49.413364
206	0.559993	15000	-0.213925	-49.627289
207	0.558230	15000	-0.213531	-49.840821
208	0.556469	15000	-0.213093	-50.053913
209	0.554712	15000	-0.212829	-50.266742
210	0.552958	15000	-0.212027	-50.478769
211	0.551208	15000	-0.211639	-50.690408
212	0.549461	15000	-0.211592	-50.902000
213	0.547717	15000	-0.210867	-51.112867
214	0.545977	15000	-0.210999	-51.323866
215	0.544240	15000	-0.209903	-51.533769
216	0.542506	15000	-0.209756	-51.743525
217	0.540775	15000	-0.209772	-51.953297
218	0.539048	15000	-0.203562	-52.156858
219	0.537324	15000	-0.209156	-52.366014
220	0.535604	15000	-0.207954	-52.573968
221	0.533887	15000	-0.208120	-52.782088
222	0.532173	15000	-0.207859	-52.989947
223	0.530462	15000	-0.207646	-53.197594
224	0.528755	15000	-0.207122	-53.404715
225	0.527051	15000	-0.207386	-53.612101
226	0.525350	15000	-0.206425	-53.818526
227	0.523653	15000	-0.205861	-54.024387
228	0.521958	15000	-0.204666	-54.229052
229	0.520268	15000	-0.205390	-54.434442
230	0.518580	15000	-0.205029	-54.639472
231	0.516896	15000	-0.204046	-54.843518
232	0.515215	15000	-0.203325	-55.046843
233	0.513537	15000	-0.203621	-55.250464
234	0.511863	15000	-0.203679	-55.454143
235	0.510192	15000	-0.202730	-55.656873
236	0.508524	15000	-0.199782	-55.856655
237	0.506859	15000	-0.201889	-56.058544
238	0.505198	15000	-0.202241	-56.260785
239	0.503540	15000	-0.201221	-56.462006
240	0.501885	15000	-0.200576	-56.662582
241	0.500234	15000	-0.201481	-56.864063
242	0.498586	15000	-0.200463	-57.064525
243	0.496941	15000	-0.199355	-57.263881
244	0.495299	15000	-0.199616	-57.463496
245	0.493660	15000	-0.199542	-57.663038
246	0.492025	15000	-0.199255	-57.862294
247	0.490393	15000	-0.198030	-58.060324
248	0.488765	15000	-0.197964	-58.258288
249	0.487139	15000	-0.197715	-58.456004
250	0.485517	15000	-0.197622	-58.653626
251	0.483898	15000	-0.197428	-58.851054
252	0.482283	15000	-0.196719	-59.047773
253	0.480670	15000	-0.195958	-59.243732
254	0.479061	15000	-0.196069	-59.439801
255	0.477455	15000	-0.181227	-59.621028
256	0.475852	15000	-0.195005	-59.816033
257	0.474253	15000	-0.194215	-60.010248
258	0.472656	15000	-0.194553	-60.204801
259	0.471063	15000	-0.193578	-60.398379
260	0.469474	15000	-0.193607	-60.591986
261	0.467887	15000	-0.193657	-60.785643
262	0.466304	15000	-0.192824	-60.978467
263	0.464723	15000	-0.192450	-61.170916
264	0.463146	15000	-0.191661	-61.362577
265	0.461573	15000	-0.191480	-61.554057
266	0.460002	15000	-0.191180	-61.745237
267	0.458435	15000	-0.190496	-61.935733
268	0.456871	15000	-0.190392	-62.126124
269	0.455310	15000	-0.190007	-62.316131
270	0.453752	15000	-0.189835	-62.505966
271	0.452198	15000	-0.189628	-62.695595
272	0.450647	15000	-0.189403	-62.884998
273	0.449098	15000	-0.189075	-63.074073
274	0.447554	15000	-0.187738	-63.261810
275	0.446012	15000	-0.188188	-63.449998
276	0.444473	15000	-0.187798	-63.637796
277	0.442938	15000	-0.187436	-63.825232
278	0.441406	15000	-0.186536	-64.011769
279	0.439877	15000	-0.186895	-64.198664
280	0.438351	15000	-0.186263	-64.384927
281	0.436829	15000	-0.185726	-64.570653
282	0.435309	15000	-0.185368	-64.756020
283	0.433793	15000	-0.184878	-64.940898
284	0.432280	15000	-0.184104	-65.125002
285	0.430770	15000	-0.184473	-65.309475
286	0.429263	15000	-0.184323	-65.493798
287	0.427760	15000	-0.183443	-65.677241
288	0.426259	15000	-0.183145	-65.860386
289	0.424762	15000	-0.182660	-66.043047
290	0.423268	15000	-0.182854	-66.225900
291	0.421777	15000	-0.181998	-66.407899
292	0.420289	15000	-0.181161	-66.589059
293	0.418805	15000	-0.180935	-66.769995
294	0.417323	15000	-0.181010	-66.951005
295	0.415845	15000	-0.180549	-67.131554
296	0.414370	15000	-0.181124	-67.312678
297	0.412898	15000	-0.179991	-67.492669
298	0.411429	15000	-0.179822	-67.672492
299	0.409963	15000	-0.179574	-67.852066
300	0.408501	15000	-0.178676	-68.030742
301	0.407041	15000	-0.178874	-68.209616
302	0.405585	15000	-0.178432	-68.388048
303	0.404132	15000	-0.178520	-68.566568
304	0.402682	15000	-0.175924	-68.742492
305	0.401235	15000	-0.177309	-68.919801
306	0.399791	15000	-0.177192	-69.096993
307	0.398350	15000	-0.177286	-69.274279
308	0.396913	15000	-0.176310	-69.450589
309	0.395478	15000	-0.175074	-69.625664
310	0.394047	15000	-0.176469	-69.802133
311	0.392619	15000	-0.174946	-69.977078
312	0.391194	15000	-0.174920	-70.151998
313	0.389772	15000	-0.173978	-70.325976
314	0.388353	15000	-0.174113	-70.500090
315	0.386937	15000	-0.173710	-70.673800
316	0.385524	15000	-0.172799	-70.846599
317	0.384115	15000	-0.172531	-71.019130
318	0.382708	15000	-0.172664	-71.191794
319	0.381305	15000	-0.172538	-71.364332
320	0.379904	15000	-0.172096	-71.536428
321	0.378507	15000	-0.171900	-71.708328
322	0.377113	15000	-0.171537	-71.879866
323	0.375722	15000	-0.170895	-72.050761
324	0.374334	15000	-0.170760	-72.221521
325	0.372949	15000	-0.169792	-72.391313
326	0.371567	15000	-0.170093	-72.561406
327	0.370189	15000	-0.169290	-72.730696
328	0.368813	15000	-0.168960	-72.899656
329	0.367440	15000	-0.168321	-73.067977
330	0.366071	15000	-0.168523	-73.236500
331	0.364705	15000	-0.168056	-73.404555
332	0.363341	15000	-0.167610	-73.572165
333	0.361981	15000	-0.167848	-73.740013
334	0.360624	15000	-0.167121	-73.907134
335	0.359269	15000	-0.166159	-74.073293
336	0.357918	15000	-0.166000	-74.239293
337	0.356570	15000	-0.166194	-74.405487
338	0.355225	15000	-0.165653	-74.571141
339	0.353883	15000	-0.165231	-74.736372
340	0.352544	15000	-0.165235	-74.901607
341	0.351208	15000	-0.165212	-75.066820
342	0.349875	15000	-0.164056	-75.230876
343	0.348546	15000	-0.163668	-75.394544
344	0.347219	15000	-0.163643	-75.558186
345	0.345895	15000	-0.163034	-75.721221
346	0.344574	15000	-0.162758	-75.883978
347	0.343257	15000	-0.162251	-76.046229
348	0.341942	15000	-0.162427	-76.208656
349	0.340630	15000	-0.161840	-76.370496
350	0.339322	15000	-0.161311	-76.531807
351	0.338016	15000	-0.160941	-76.692748
352	0.336714	15000	-0.160604	-76.853352
353	0.335414	15000	-0.160891	-77.014242
354	0.334118	15000	-0.160143	-77.174385
355	0.332824	15000	-0.159902	-77.334288
356	0.331534	15000	-0.159575	-77.493862
357	0.330246	15000	-0.159063	-77.652925
358	0.328962	15000	-0.158719	-77.811644
359	0.327680	15000	-0.158860	-77.970504
360	0.326401	15000	-0.158280	-78.128784
361	0.325126	15000	-0.158234	-78.287018
362	0.323853	15000	-0.157651	-78.444669
